Sample Name,Dilution Factor,Analyte,Mass,Concentration,Units
condition 1,1,Mn,55,,ppb
condition 1,1,Fe,56,,ppm
condition 1,1,Co,59,,ppb
condition 1,1,Cu,65,,ppm
condition 1,1,Zn,66,,ppm
condition 1,1,Se,78,,ppm
condition 1,1,Mo,95,,ppb
condition 1,1,Pb,208,,ppm
condition 2,1,Mn,55,,ppb
condition 2,1,Fe,56,,ppm
condition 2,1,Co,59,,ppb
condition 2,1,Cu,65,,ppm
condition 2,1,Zn,66,,ppm
condition 2,1,Se,78,,ppm
condition 2,1,Mo,95,,ppb
condition 2,1,Pb,208,,ppm
rinse,1,Mn,55,,ppb
rinse,1,Fe,56,,ppm
rinse,1,Co,59,,ppb
rinse,1,Cu,65,,ppm
rinse,1,Zn,66,,ppm
rinse,1,Se,78,,ppm
rinse,1,Mo,95,,ppb
rinse,1,Pb,208,,ppm
rinse,1,Mn,55,,ppb
rinse,1,Fe,56,,ppm
rinse,1,Co,59,,ppb
rinse,1,Cu,65,,ppm
rinse,1,Zn,66,,ppm
rinse,1,Se,78,,ppm
rinse,1,Mo,95,,ppb
rinse,1,Pb,208,,ppm
rinse,1,Mn,55,,ppb
rinse,1,Fe,56,,ppm
rinse,1,Co,59,,ppb
rinse,1,Cu,65,,ppm
rinse,1,Zn,66,,ppm
rinse,1,Se,78,,ppm
rinse,1,Mo,95,,ppb
rinse,1,Pb,208,,ppm
blk verify,1,Mn,55,,ppb
blk verify,1,Fe,56,,ppm
blk verify,1,Co,59,,ppb
blk verify,1,Cu,65,,ppm
blk verify,1,Zn,66,,ppm
blk verify,1,Se,78,,ppm
blk verify,1,Mo,95,,ppb
blk verify,1,Pb,208,,ppm
rinse,1,Mn,55,,ppb
rinse,1,Fe,56,,ppm
rinse,1,Co,59,,ppb
rinse,1,Cu,65,,ppm
rinse,1,Zn,66,,ppm
rinse,1,Se,78,,ppm
rinse,1,Mo,95,,ppb
rinse,1,Pb,208,,ppm
rinse,1,Mn,55,,ppb
rinse,1,Fe,56,,ppm
rinse,1,Co,59,,ppb
rinse,1,Cu,65,,ppm
rinse,1,Zn,66,,ppm
rinse,1,Se,78,,ppm
rinse,1,Mo,95,,ppb
rinse,1,Pb,208,,ppm
Blank,1,Mn,55,0.017064,ppb
Blank,1,Fe,56,0.000000,ppm
Blank,1,Co,59,0.011131,ppb
Blank,1,Cu,65,0.000000,ppm
Blank,1,Zn,66,0.000586,ppm
Blank,1,Se,78,0.000000,ppm
Blank,1,Mo,95,0.009999,ppb
Blank,1,Pb,208,0.000000,ppm
0.05 uog3/4,200,Mn,55,11.040726,ppb
0.05 uog3/4,200,Fe,56,0.008209,ppm
0.05 uog3/4,200,Co,59,9.251076,ppb
0.05 uog3/4,200,Cu,65,0.009730,ppm
0.05 uog3/4,200,Zn,66,0.050684,ppm
0.05 uog3/4,200,Se,78,0.004342,ppm
0.05 uog3/4,200,Mo,95,9.428172,ppb
0.05 uog3/4,200,Pb,208,0.007469,ppm
0.1 uog3/4,100,Mn,55,10.088736,ppb
0.1 uog3/4,100,Fe,56,0.005747,ppm
0.1 uog3/4,100,Co,59,9.402447,ppb
0.1 uog3/4,100,Cu,65,0.009506,ppm
0.1 uog3/4,100,Zn,66,0.029287,ppm
0.1 uog3/4,100,Se,78,0.007343,ppm
0.1 uog3/4,100,Mo,95,9.186501,ppb
0.1 uog3/4,100,Pb,208,0.008331,ppm
0.25 uog3/4,40,Mn,55,9.172412,ppb
0.25 uog3/4,40,Fe,56,0.007714,ppm
0.25 uog3/4,40,Co,59,9.046561,ppb
0.25 uog3/4,40,Cu,65,0.009087,ppm
0.25 uog3/4,40,Zn,66,0.016907,ppm
0.25 uog3/4,40,Se,78,0.008080,ppm
0.25 uog3/4,40,Mo,95,9.365232,ppb
0.25 uog3/4,40,Pb,208,0.008123,ppm
0.5 uog3/4,20,Mn,55,9.241288,ppb
0.5 uog3/4,20,Fe,56,0.007895,ppm
0.5 uog3/4,20,Co,59,9.059087,ppb
0.5 uog3/4,20,Cu,65,0.009291,ppm
0.5 uog3/4,20,Zn,66,0.013105,ppm
0.5 uog3/4,20,Se,78,0.008361,ppm
0.5 uog3/4,20,Mo,95,9.584550,ppb
0.5 uog3/4,20,Pb,208,0.008789,ppm
1 uog3/4,10,Mn,55,9.611647,ppb
1 uog3/4,10,Fe,56,0.008973,ppm
1 uog3/4,10,Co,59,9.537168,ppb
1 uog3/4,10,Cu,65,0.009667,ppm
1 uog3/4,10,Zn,66,0.011200,ppm
1 uog3/4,10,Se,78,0.008622,ppm
1 uog3/4,10,Mo,95,9.712701,ppb
1 uog3/4,10,Pb,208,0.009076,ppm
5 uog3/uog4,2,Mn,55,10.100616,ppb
5 uog3/uog4,2,Fe,56,0.009805,ppm
5 uog3/uog4,2,Co,59,9.702884,ppb
5 uog3/uog4,2,Cu,65,0.010164,ppm
5 uog3/uog4,2,Zn,66,0.010619,ppm
5 uog3/uog4,2,Se,78,0.009317,ppm
5 uog3/uog4,2,Mo,95,10.226507,ppb
5 uog3/uog4,2,Pb,208,0.009474,ppm
10 uog3/uog4,1,Mn,55,9.852966,ppb
10 uog3/uog4,1,Fe,56,0.009870,ppm
10 uog3/uog4,1,Co,59,9.583908,ppb
10 uog3/uog4,1,Cu,65,0.009916,ppm
10 uog3/uog4,1,Zn,66,0.010956,ppm
10 uog3/uog4,1,Se,78,0.010146,ppm
10 uog3/uog4,1,Mo,95,9.947777,ppb
10 uog3/uog4,1,Pb,208,0.009377,ppm
50 uog3,1,Mn,55,50.025629,ppb
50 uog3,1,Fe,56,0.050429,ppm
50 uog3,1,Co,59,50.099605,ppb
50 uog3,1,Cu,65,0.050613,ppm
50 uog3,1,Zn,66,0.052709,ppm
50 uog3,1,Se,78,0.050009,ppm
50 uog3,1,Mo,95,51.081415,ppb
50 uog3,1,Pb,208,0.050154,ppm
250 uog3,1,Mn,55,0.015860,ppb
250 uog3,1,Fe,56,0.249922,ppm
250 uog3,1,Co,59,0.015137,ppb
250 uog3,1,Cu,65,0.249879,ppm
250 uog3,1,Zn,66,0.249413,ppm
250 uog3,1,Se,78,-0.000012,ppm
250 uog3,1,Mo,95,0.031624,ppb
250 uog3,1,Pb,208,-0.000004,ppm
rinse,50,Mn,55,0.350476,ppb
rinse,50,Fe,56,-0.009142,ppm
rinse,50,Co,59,0.095870,ppb
rinse,50,Cu,65,-0.000386,ppm
rinse,50,Zn,66,0.007459,ppm
rinse,50,Se,78,-0.000963,ppm
rinse,50,Mo,95,0.422637,ppb
rinse,50,Pb,208,-0.000473,ppm
rinse,50,Mn,55,0.351177,ppb
rinse,50,Fe,56,-0.008187,ppm
rinse,50,Co,59,0.093054,ppb
rinse,50,Cu,65,-0.000765,ppm
rinse,50,Zn,66,0.007367,ppm
rinse,50,Se,78,-0.000104,ppm
rinse,50,Mo,95,0.332676,ppb
rinse,50,Pb,208,-0.000466,ppm
rinse,50,Mn,55,0.378890,ppb
rinse,50,Fe,56,-0.009063,ppm
rinse,50,Co,59,0.099793,ppb
rinse,50,Cu,65,-0.000828,ppm
rinse,50,Zn,66,0.007364,ppm
rinse,50,Se,78,-0.000457,ppm
rinse,50,Mo,95,0.238070,ppb
rinse,50,Pb,208,-0.000471,ppm
5/50 ppb,1,Mn,55,4.997806,ppb
5/50 ppb,1,Fe,56,0.049275,ppm
5/50 ppb,1,Co,59,4.727112,ppb
5/50 ppb,1,Cu,65,0.050852,ppm
5/50 ppb,1,Zn,66,0.050125,ppm
5/50 ppb,1,Se,78,0.004824,ppm
5/50 ppb,1,Mo,95,4.751196,ppb
5/50 ppb,1,Pb,208,0.004716,ppm
rinse,50,Mn,55,0.402199,ppb
rinse,50,Fe,56,-0.008937,ppm
rinse,50,Co,59,0.094240,ppb
rinse,50,Cu,65,-0.000819,ppm
rinse,50,Zn,66,0.006711,ppm
rinse,50,Se,78,-0.000172,ppm
rinse,50,Mo,95,0.260259,ppb
rinse,50,Pb,208,-0.000488,ppm
rinse,50,Mn,55,0.418899,ppb
rinse,50,Fe,56,-0.008391,ppm
rinse,50,Co,59,0.119481,ppb
rinse,50,Cu,65,-0.000683,ppm
rinse,50,Zn,66,0.007189,ppm
